ticker,exchange,assetType,priceCurrency,startDate,endDate
JHJIX,NMFQS,Mutual Fund,USD,2016-06-08,2020-10-02
JHJRX,NMFQS,Mutual Fund,USD,2016-06-08,2020-10-02
JHKAX,NMFQS,Mutual Fund,USD,2016-06-08,2020-10-02
JHKCX,NMFQS,Mutual Fund,USD,2016-06-08,2020-10-02
JHKIX,NMFQS,Mutual Fund,USD,2016-06-08,2020-10-02
JHKRX,NMFQS,Mutual Fund,USD,2016-06-08,2020-10-02
JHLAX,NMFQS,Mutual Fund,USD,2006-06-30,2020-10-02
JHLGX,NMFQS,Mutual Fund,USD,2006-06-30,2020-10-02
JHLMX,NMFQS,Mutual Fund,USD,2006-06-30,2020-10-02
JHLOX,NMFQS,Mutual Fund,USD,,
JHLVX,NMFQS,Mutual Fund,USD,1998-04-30,2020-10-02
JHMA,NYSE ARCA,ETF,USD,2016-03-29,2020-10-02
JHMAX,NMFQS,Mutual Fund,USD,2014-01-02,2015-06-16
JHMBX,NMFQS,Mutual Fund,USD,2012-01-03,2015-06-16
