Date,Open,High,Low,Close,Adj Close,Volume
2019-01-02,65.419998,65.430000,63.410000,63.759998,62.800674,1300000
2019-01-03,63.669998,65.059998,63.669998,64.160004,63.194660,1744700
2019-01-04,64.330002,65.199997,64.160004,64.559998,63.588642,1462500
2019-01-07,64.769997,65.559998,64.660004,65.099998,64.120514,1792200
2019-01-08,65.330002,66.410004,65.190002,66.320000,65.322166,2047900
2019-01-09,66.489998,66.519997,65.680000,66.320000,65.322166,1119500
2019-01-10,66.550003,67.550003,66.120003,67.410004,66.395767,1211900
2019-01-11,67.300003,67.779999,67.110001,67.550003,66.533653,1606100
2019-01-14,67.269997,67.910004,66.959999,67.629997,66.612450,1590400
2019-01-15,67.760002,68.709999,67.699997,68.459999,67.429955,1354900
2019-01-16,68.330002,69.190002,67.800003,69.080002,68.040634,1911000
2019-01-17,69.019997,69.940002,69.019997,69.910004,68.858147,2684300
2019-01-18,70.169998,70.320000,69.500000,70.120003,69.064987,1741900
2019-01-22,70.080002,70.430000,69.639999,70.400002,69.340775,1858000
2019-01-23,70.139999,70.599998,69.949997,70.339996,69.281670,2299100
2019-01-24,70.320000,70.580002,69.610001,70.349998,69.291527,919900
2019-01-25,70.470001,70.879997,70.290001,70.669998,69.606705,2190700
2019-01-28,70.379997,71.730003,70.379997,71.720001,70.640915,1647200
2019-01-29,71.430000,72.379997,71.430000,72.370003,71.281136,1966700
2019-01-30,72.089996,72.680000,71.610001,72.000000,70.916695,2494600
2019-01-31,71.400002,72.669998,71.000000,72.559998,71.468269,2403900
2019-02-01,72.790001,72.940002,70.779999,72.019997,70.936401,1528400
2019-02-04,71.620003,72.809998,71.410004,72.790001,71.694817,1518800
2019-02-05,72.330002,73.000000,71.830002,72.949997,71.852402,1334100
2019-02-06,72.820000,73.010002,72.440002,73.000000,71.901649,1192300
2019-02-07,72.860001,73.629997,72.459999,73.540001,72.433533,1470000
2019-02-08,73.290001,73.839996,73.160004,73.440002,72.335037,1695300
2019-02-11,73.480003,73.849998,73.190002,73.459999,72.354729,1587600
2019-02-12,73.400002,73.400002,72.360001,72.540001,71.448578,2018300
2019-02-13,72.279999,73.370003,72.129997,73.290001,72.187286,1246800
2019-02-14,73.360001,73.470001,72.830002,73.120003,72.019852,1037100
2019-02-15,73.720001,73.739998,72.970001,73.209999,72.108490,1968900
2019-02-19,73.070000,73.580002,73.040001,73.529999,72.423676,1393500
2019-02-20,73.419998,73.449997,71.870003,72.680000,71.586472,1888900
2019-02-21,72.279999,73.900002,72.059998,73.860001,72.748718,1487600
2019-02-22,74.000000,74.430000,73.559998,74.230003,73.113152,1395400
2019-02-25,74.370003,74.459999,73.400002,73.500000,72.394127,1292000
2019-02-26,73.730003,73.900002,73.230003,73.720001,72.610817,1004800
2019-02-27,73.269997,73.639999,72.870003,73.330002,72.226692,1123100
2019-02-28,73.239998,74.680000,73.059998,73.690002,72.581276,2830700
2019-03-01,73.650002,73.680000,72.639999,73.500000,72.394127,1374700
2019-03-04,73.720001,74.120003,73.209999,73.980003,72.866913,1805200
2019-03-05,73.919998,74.459999,73.830002,73.930000,72.817657,1278600
2019-03-06,74.010002,74.180000,73.529999,73.550003,72.443382,1065000
2019-03-07,73.660004,74.199997,73.169998,73.430000,72.325188,1422000
2019-03-08,73.449997,73.980003,73.120003,73.639999,72.532021,957100
2019-03-11,73.889999,74.540001,73.459999,74.440002,73.319992,1271000
2019-03-12,74.500000,75.169998,74.360001,75.050003,73.920807,1622300
2019-03-13,75.129997,75.650002,74.879997,74.910004,73.782921,1201500
2019-03-14,74.839996,75.059998,74.540001,75.059998,73.930656,1321400
2019-03-15,75.059998,75.250000,74.449997,74.760002,73.635178,2416000
2019-03-18,74.849998,75.129997,73.540001,73.980003,72.866913,1361700
2019-03-19,73.910004,74.150002,73.250000,73.500000,72.394127,1441900
2019-03-20,73.459999,74.139999,72.779999,73.620003,72.512329,1208700
2019-03-21,73.370003,74.919998,73.320000,74.790001,73.664719,1159500
2019-03-22,74.510002,75.709999,74.400002,74.400002,73.841385,1484800
2019-03-25,74.570000,74.849998,74.150002,74.470001,73.910858,803900
2019-03-26,74.739998,75.180000,74.559998,75.139999,74.575829,1177200
2019-03-27,75.550003,75.550003,74.449997,74.980003,74.417030,1152600
2019-03-28,75.300003,75.660004,74.809998,75.629997,75.062149,1015800
2019-03-29,75.489998,75.690002,75.040001,75.320000,74.754478,1995900
2019-04-01,75.029999,75.320000,73.739998,74.980003,74.417030,1465200
2019-04-02,75.089996,75.879997,74.230003,75.690002,75.121704,1665400
2019-04-03,75.449997,75.750000,74.889999,75.389999,74.823952,1282900
2019-04-04,75.570000,75.570000,74.790001,75.279999,74.714775,762400
2019-04-05,75.250000,75.750000,75.029999,75.610001,75.042297,761400
2019-04-08,75.500000,75.830002,75.070000,75.559998,74.992676,831600
2019-04-09,75.690002,75.800003,75.129997,75.389999,74.823952,877200
2019-04-10,75.750000,76.389999,75.419998,76.349998,75.776741,1746000
2019-04-11,76.489998,76.919998,76.230003,76.690002,76.114189,1926900
2019-04-12,76.500000,77.459999,75.919998,77.449997,76.868484,1659300
2019-04-15,77.540001,77.639999,76.949997,77.599998,77.017357,1791400
2019-04-16,77.589996,77.589996,75.339996,75.730003,75.161400,1732800
2019-04-17,75.709999,75.849998,74.040001,74.290001,73.732208,2010000
2019-04-18,74.260002,75.180000,73.910004,75.070000,74.506355,1584600
2019-04-22,74.699997,74.830002,73.290001,74.169998,73.613106,1543500
2019-04-23,74.470001,75.129997,74.190002,74.959999,74.397179,1009400
2019-04-24,75.239998,75.839996,74.760002,75.470001,74.903351,1230800
